;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use;
38087;LRorribilmente.txt;La Repubblica;Daniela Pasti; Il fondatore delle ' Annales ' nel ricordo del figlio: un convegno a Roma. ;1996.0;1951-2000;stampa;['si è detto che fu fucilato dai tedeschi , ma io rifiuto questo termine : venne  orribilmente  torturato , poi , la notte del    giugno      , fu fatto salire su una camionetta insieme ad altri prigionieri .'];orribilmente torturato;es wurde gesagt, dass er von den Deutschen erschossen wurde, aber ich lehne diese Bezeichnung ab: Er wurde schrecklich gefoltert, dann wurde er in der Juninacht zusammen mit anderen Gefangenen auf einen Lastwagen gesetzt;CU;
38151;LRorribilmente.txt;La Repubblica;Paola Sorge; La curiosità / Un libro sull' humour a Vienna. ;1996.0;1951-2000;stampa;"['verdi era bistrattato dai critici viennesi che consideravano le sue opere degli   aborti   , ma amato dal popolo ; durante un suo soggiorno a vienna , gettò una moneta nel cappello di un suonatore di pianola che stava storpiando  orribilmente  il motivo de   la donna è mobile   , pregandolo di rallentare almeno il tempo .']";storpiando orribilmente;"Verdi wurde von der Wiener Kritik misshandelt, die seine Werke für Abtreibungen hielt, aber vom Volk geliebt wurde; während seines Wien-Aufenthaltes warf er einem Pianola-Spieler, der das Motiv der Frau schrecklich verzerrte, eine Münze in den Hut…";BU;
38223;LRorribilmente.txt;La Repubblica;Mario Fossati; MONDIALI DI CICLISMO A Lugano dove il Campionissimo vinse la maglia iridata.;1996.0;1951-2000;stampa;['da quel tour , koblet è uscito con una coscia  orribilmente  segnata da un capitombolo .'];orribilmente segnato;Seit dieser Tour kam Koblet mit einem Oberschenkel heraus, der von einem Sturz schrecklich gezeichnet war;BU;
38249;LRorribilmente.txt;La Repubblica;sconosciuto;LA LOREN:  IL MIO SEGRETO PER INVECCHIARE BENE .;1996.0;1951-2000;stampa;['l  attrice in un  intervista al settimanale francese   le journal du dimanche   parla di sé     una madre  orribilmente  possessiva     , del film che sta girando a parigi     soleil   di roger hanin   e , ovviamente , dell  età , dei suoi    anni appena compiuti ma che non dimostra :   le rughe ?'];orribilmente possessiva;Die Schauspielerin spricht in einem Interview mit der französischen Wochenzeitung le journal du dimanche über sich selbst als schrecklich besitzergreifende Mutter, über den Film, den sie in Paris Soleil von Roger Hanin dreht, und natürlich über ihr Alter, über ihre letzten Jahre, aber das tut sie nicht zeigen: Falten ?;NU;
40340;LRorribilmente.txt;La Repubblica;Michele Serra; Con l' accordo di Schengen, saltano gli ultimi confini e comincia l' Europa dei viaggiatori. ;1997.0;1951-2000;stampa;['morì nel     su una panchina del porto di nizza , stroncata di nome e di fatto da un tipico crepacuore : troppo forte fu il dolore di vedere francesi e italiani combattersi , e la sua famiglia bilingue separata da un fronte che doveva apparirle  orribilmente  fratricida .'];orribilmente fratricido;starb auf einer Bank im Hafen von Nizza, dem Namen nach und tatsächlich von einem typischen Herzschmerz erdrückt: Der Schmerz, Franzosen und Italiener gegeneinander kämpfen zu sehen, war zu groß, und ihre zweisprachige Familie wurde durch eine Front getrennt, die schrecklich brudermörderisch erscheinen musste;BU;
40341;LRorribilmente.txt;La Repubblica;Pietro Veronese; IL NUOVO SUDAFRICA L' ex signora Mandela ha negato ogni addebito dichiarandosi bersaglio di una macchinazione politica. ;1997.0;1951-2000;stampa;['e  vero , le cose andarono storte ,  orribilmente  storte .'];orribilmente storto;und wahr, die Dinge liefen schief, schrecklich schief;NU;
40343;LRorribilmente.txt;La Repubblica;Giorgio Napolitano; Risposta a Vittorio Foa sul comportamento del governo dopo la tragedia di Otranto. ;1997.0;1951-2000;stampa;['caro vittorio foa , la tragedia del canale d  otranto , quel carico di vittime  orribilmente  ammucchiate nel buio di una stiva e trascinate in fondo al mare , ci ha scosso duramente : me come te , credo , e non c  erano , non ci sono parole da dire per esibire questo sentimento , per mostrare come siamo stati colpiti .'];orribilmente ammucchiato;Lieber Vittorio Foa, die Tragödie des Canal d Otranto, diese Last von Opfern, die in der Dunkelheit eines Laderaums fürchterlich aufgetürmt und auf den Meeresgrund geschleppt wurden, hat uns schwer erschüttert: Ich denke wie Sie, und es gab keine, es gibt keine Worte zu sagen, um dieses Gefühl zu zeigen, um zu zeigen, wie wir betroffen sind;CU;
40346;LRorribilmente.txt;La Repubblica;Irene Bignardi; PRIME FILM ' Profundo Carmesì ', il bel film del messicano Arturo Ripstein. ;1997.0;1951-2000;stampa;['ma il culmine di questo itinerario dell  orrore è la bella veronica merchant , che viene immolata  orribilmente  assieme alla sua bambina , in una delle sequenze più freddamente crudeli che si siano viste .'];immolare orribilmente;Aber der Höhepunkt dieser Reise des Schreckens ist die schöne Händlerin Veronica, die zusammen mit ihrem Kind in einer der kaltblütigsten und grausamsten Sequenzen, die man je gesehen hat, schrecklich verbrannt wird;CU;
40538;LRorribilmente.txt;La Repubblica;FURIO COLOMBO; Il terrorismo va respinto senza condizioni. ;1997.0;1951-2000;stampa;['hanno detto bene l  onorevole ranieri del pds e l  onorevole tremaglia di alleanza nazionale : oggi la nostra attenzione , il nostro dolore , va alle vittime della strage , al paese così  orribilmente  colpito , e alla condanna senza condizioni del terrorismo .'];orribilmente colpito;der verehrte Ranieri von der PDS und der verehrte Nationalbündnis-Dreier haben es gut gesagt: Unsere Aufmerksamkeit, unser Schmerz gilt heute den Opfern des Massakers, dem so schrecklich betroffenen Land und der bedingungslosen Verurteilung des Terrorismus;NU;
40550;LRorribilmente.txt;La Repubblica;Massimo Calandri; Il cadavere della studentessa trovato sulla ferrovia della Linguadoca.;1997.0;1951-2000;stampa;['beziers    un cadavere  orribilmente  sfigurato riverso sui binari ferroviari della linguadoca , nel sud della francia .'];orribilmente sfigurato;Beziers, eine schrecklich entstellte Leiche, die auf den Bahngleisen von Languedoc in Südfrankreich liegt;BU;!
43868;LRorribilmente.txt;La Repubblica;Corrado Sannucci; Albertini e Di Livio giù, Vieri e Inzaghi sufficienti. ;1998.0;1951-2000;stampa;['ma sciupa  orribilmente  una delle occasioni da opportunista che hanno fatto la sua fortuna .'];sciupare orribilmente;aber er verdirbt schrecklich eine der opportunistischen Gelegenheiten, die sein Vermögen gemacht haben;NU;
43872;LRorribilmente.txt;La Repubblica;Natalia Aspesi;COSÌ DISTRIBUIREMO I SOLDI DEL PREMIO NOBEL  LE VACANZE  ANOMALE  DI FRANCA RAME E DARIO FO CHE HANNO DECISO DI DEVOLVERE AI DISABILI IL DENARO: UN MILIARDO E 650 MILIONI.;1998.0;1951-2000;stampa;['importa a franca rame che con dario fo sta passando vacanze del tutto anomale e che magari l  anno prossimo potrebbero fare , come si dice  orribilmente  oggi , tendenza .'];dire orribilmente;Es ist Franca Rame wichtig, dass sie mit Dario Fo einen völlig ungewöhnlichen Urlaub verbringt und dass sie vielleicht nächstes Jahr, wie man heute schrecklich sagt, einen Trend machen könnten;NU;
44040;LRorribilmente.txt;La Repubblica;Vanna Vannuccini; Deragliano i vagoni, crolla il ponte: almeno 120 morti e 300 feriti Colpa di un' auto sui binari?;1998.0;1951-2000;stampa;['l  ammasso si innalza per una decina di metri e le gru che sono state portate immediatamente sul posto hanno dovuto districarlo millimetro per millimetro per paura di fare ancora più danni ai feriti che , alcuni di loro  orribilmente  mutilati , stavano ancora dentro i vagono accartocciati .'];orribilmente mutilato;Die Masse steigt um etwa zehn Meter in die Höhe und die sofort an Ort und Stelle gebrachten Kräne mussten sie Millimeter für Millimeter entwirren, aus Angst, noch mehr Schaden an den Verwundeten anzurichten, die sich zum Teil entsetzlich verstümmelt noch in den zerknüllten Waggons befande;BU;
44188;LRorribilmente.txt;La Repubblica;Alessandro Tommasi; Cieco e paralizzato per ore: di nuovo in pista. ;1998.0;1951-2000;stampa;['ma cosciente ,  orribilmente  presente a se stesso .'];orribilmente presente;aber bewusst, schrecklich präsent für sich selbst;NU;
44278;LRorribilmente.txt;La Repubblica;Pietro Citati; Ritornano  I tre moschettieri . ;1998.0;1951-2000;stampa;"['non badiamo ai poncifs coi quali dumas la dipinge ; la furia , la circe , la tigre , la leonessa , la pantera ; la figura   sconvolta , con le pupille  orribilmente  dilatate e le labbra sanguinanti   ,   che getta un ruggito sordo e indietreggia fin nell  angolo della camera , come una pantera che si rannicchia per slanciarsi   .']";orribilmente dilatato;"wir achten nicht auf die Poncifs, mit denen Dumas es malt; die Wut, der Kreis, der Tiger, die Löwin, der Panther; die verstörte Gestalt mit schrecklich geweiteten Pupillen und blutenden Lippen, die ein dumpfes Gebrüll von sich gibt und sich in die Ecke des Zimmers zurückzieht, wie ein Panther, der sich zum Sprung duckt";BU;
44309;LRorribilmente.txt;La Repubblica;Antonello Francica; Maxincidente per la nebbia, quattro morti e 80 feriti. ;1998.0;1951-2000;stampa;['e pochi metri più in là , ma nella direzione opposta , è stato impossibile evitare che altre tre persone perdessero  orribilmente  la vita , carbonizzati o schiacciati dentro gli abitacoli delle loro auto .'];perdere orribilmente;und ein paar Meter entfernt, aber in der entgegengesetzten Richtung, war es unmöglich zu verhindern, dass drei weitere Menschen auf schreckliche Weise ihr Leben verloren, verkohlt oder in den Cockpits ihrer Autos zerquetscht wurden;CU;
44588;LRorribilmente.txt;La Repubblica;Licia Granello; Dopo Manchester giocatori contro il tecnico Eravamo troppo preoccupati, ci è mancata personalità: ma è difficile cambiare le cose a stagione iniziata Adesso qualcuno ha bisogno di riposare Proverò Ventola con Zamorano. ;1999.0;1951-2000;stampa;['ma a taccuini chiusi , gli umori sono schiantati e la voglia di crederci  orribilmente  vicina allo zero .'];credere orribilmente;aber mit geschlossenen Notizbüchern sind die Stimmungen abgestürzt und die Lust, daran zu glauben, fürchterlich nahe null;NU;
44592;LRorribilmente.txt;La Repubblica;Pietro Citati; UN CARTEGGIO A PIù VOCI Nel 1882 arrivò a Roma per curare una presunta malattia di petto Conobbe una tedesca che amava Wagner e che si innamorò di lei. ;1999.0;1951-2000;stampa;['quando raccontò il suo progetto a malwida von meysenbug , la vecchia signora la sgridò :   l  esperienza di una lunga vita e la conoscenza della natura umana mi dice che inevitabilmente , nel migliore dei casi , un cuore ne avrà  orribilmente  a soffrire e nel peggiore dei casi un vincolo d  amicizia ne verrà distrutto   .'];orribilmente soffrire;als sie Malwida von Meysenbug von ihrem Projekt erzählte, schimpfte die alte Dame mit ihr: Die Erfahrung eines langen Lebens und die Menschenkenntnis sagt mir, dass zwangsläufig bestenfalls ein Herz furchtbar leiden und schlimmstenfalls ein freundschaftliches Band zerstört wird;NU;
44648;LRorribilmente.txt;La Repubblica;Renata Pisu;  La Cina ha ucciso il bimbo erede del Dalai Lama . ;1999.0;1951-2000;stampa;['che uno stato come quello cinese , che si dichiara ateo fin nel suo dettato costituzionale , possa non solo creare un comitato governativo per la ricerca di una incarnazione    pratica alla quale ha detto più volte di non credere e , anzi , di considerare dannosa    , ma anche stabilire per legge che l  approvazione finale della scelta del nuovo panchen lama spetta unicamente al governo e al partito comunista è qualcosa di  orribilmente  grottesco .'];orribilmente grottesco;dass ein Staat wie der chinesische, der sich bis ins verfassungsmäßige Diktat zum Atheisten erklärt, nicht nur ein Regierungskomitee zur Suche nach einer praktischen Inkarnation schaffen kann, an das er wiederholt gesagt hat, nicht zu glauben und es sogar für schädlich zu halten, aber auch per Gesetz festzulegen, dass die endgültige Zustimmung zur Wahl des neuen Panchen Lama allein bei der Regierung und der Kommunistischen Partei liegt, ist eine schrecklich groteske Sache;NU;!
44677;LRorribilmente.txt;La Repubblica;Michele Serra;UN GENIO IN FUGA.;1999.0;1951-2000;stampa;['parola  orribilmente  inflazionata , oggi , dal linguaggio dei pierre che ha colonizzato , partendo dal basso , quasi ogni forma d  arte .'];orribilmente inflazionato;Wort, das heute durch die Sprache der Pierre, die von Grund auf fast jede Form der Kunst kolonisierten, schrecklich aufgeblasen wurde;NU;
44685;LRorribilmente.txt;La Repubblica;Carlo Marincovich; Basta un' onda: Young America si spacca in due. ;1999.0;1951-2000;stampa;['galleggia , ma  orribilmente  piegata come una banana e con tutte le tonnellate della sua chiglia potrebbe sprofondare in un attimo in un tratto di mare profondo appena    metri .'];orribilmente piegato;es schwimmt, ist aber fürchterlich zusammengefaltet wie eine Banane und könnte mit all den Tonnen seines Kiels im Handumdrehen in einem metertiefen Meeresabschnitt versinken;NU;
44710;LRorribilmente.txt;La Repubblica;Emanuela Audisio; Il difficile riconoscimento dei cadaveri.;1999.0;1951-2000;stampa;['è  orribilmente  ustionato , si sente un mostro , non esce più di casa , dorme tutto il giorno e sta sveglio di notte , quando il buio nasconde tutto , anche la sua faccia .'];orribilmente ustionare;er ist schrecklich verbrannt, er fühlt sich wie ein Monster, er verlässt nie das Haus, er schläft den ganzen Tag und bleibt nachts wach, wenn die Dunkelheit alles verbirgt, sogar sein Gesicht;BU;
44864;LRorribilmente.txt;La Repubblica;Roberto Bianchin; Ha ucciso sei donne: solo 10 anni di carcere. ;1999.0;1951-2000;stampa;['una conseguenza della nuova perizia disposta dalla corte che , giudicando stevanin incapace di intendere e di volere a causa di un incidente in moto che gli causò una lesione frontale , contrariamente a quanto avevano detto i periti in primo grado , ha indotto i giudici a dichiararlo   non punibile   per i delitti di sei donne : prostitute e tossicodipendenti  orribilmente  violentate , torturate , massacrate , tagliate a pezzettini e seppellite nel suo podere , vicino al casolare , dopo serate tumultuose di   sesso estremo   .'];orribilmente violentato;...die Richter dazu veranlasste, ihn für nicht strafbar zu erklären für die Verbrechen von sechs Frauen: Prostituierte und Drogenabhängige, die nach turbulenten Abenden mit extremem Sex auf schreckliche Weise vergewaltigt, gefoltert, massakriert, in kleine Stücke geschnitten und auf ihrer Farm in der Nähe des Cottages begraben wurden;CU;
47101;LRorribilmente.txt;La Repubblica;Antonio Dipollina; Parodi e Gene Gnocchi più tristi che divertenti. ;2000.0;1951-2000;stampa;['se da una parte , raiuno , scorrono il calvario del papa e l  ineccepibile biagi dal kosovo , raidue rallegra il venerdì pasquale con   furore   , funesto karaoke dei vip   sullo schermo un vecchio filmato con mina che canta mentre quattro smandrappati in studio ci stonano  orribilmente  sopra   .'];stonare orribilmente;Wenn auf der einen Seite RaiUno, die Tortur des Papstes und die tadellosen Biagi aus dem Kosovo fließen, RaiDue den Osterfreitag mit Wut bejubelt, tödliches Karaoke von VIPs auf der Leinwand einen alten Film mit mir singt, während vier Smandrappati im Studio fürchterlich über uns zusammenprallen;NU;
47102;LRorribilmente.txt;La Repubblica;Gino Castaldo;IL FASCINO DI DJANGO.;2000.0;1951-2000;stampa;['il suo emmett ray piange dolci lacrime di estasi ascoltando la musica di django , che lui definisce il più grande chitarrista del mondo , e per di più aveva la mano sinistra   quella più importante per un chitarrista    orribilmente  deturpata da un incendio che avviluppò il carrozzone in cui viveva e gli precluse l  uso di due dita .'];orribilmente deturpato;sein Emmett Ray weint süße Tränen der Ekstase, während er die Musik von Django hört, den er als den größten Gitarristen der Welt bezeichnet, und außerdem hatte er die linke Hand, die wichtigste für einen Gitarristen, schrecklich entstellt durch ein Feuer, das den Zug umhüllte, das er überlebte aber durch das er zwei Finger nicht mehr verwenden konnte;BU;
47129;LRorribilmente.txt;La Repubblica;Michele Serra;IL GRANDE VAMPIRO IN VENA DI SORPRESE.;2000.0;1951-2000;stampa;"['come nel     , quando luigi tenco si sparò al savoy per protestare contro un mondo che boccia la mia canzone e manda in finale io , tu e le rose ;  orribilmente  preciso , quel biglietto d  addio , nel caricare di gravità la vacuità di una canzone   di tutte le canzoni .']";orribilmente preciso;"als Luigi Tenco sich am Savoy erschoss, um gegen eine Welt zu protestieren, die mein Lied ablehnt und mich, dich und die Rosen ins Finale schickt; furchtbar präzise, ??dieser Abschieds-Ton, der in Schwerkraft die Leere eines Liedes aller Lieder auflädt";BU;
47134;LRorribilmente.txt;La Repubblica;sconosciuto; Festa rossa, la Ferrari vola davanti ad Hakkinen. ;2000.0;1951-2000;stampa;['almeno sui teleschermi , da dove non si riesce a intuire l  immane sofferenza di rubens che sta viaggiando con una cintura di sicurezza che gli comprime  orribilmente  l  inguine .'];comprimere orribilmente;zumindest auf den Fernsehbildschirmen, von denen man das immense Leiden von Rubens nicht erahnen kann, der mit einem Sicherheitsgurt unterwegs ist, der seine Leistengegend fürchterlich zusammendrückt;NU;
